,,,,,
Type,ROM,RAM,Battery,RTC,Title
MBC1,128,-,-,-,garfield_labyrinth_(u)
MBC1,128,-,-,-,gargoyle's_quest_-_ghosts'n_goblins_(f)
MBC1,128,-,-,-,gargoyle's_quest_-_ghosts'n_goblins_(ue)_[!]
MBC1,128,-,-,-,gargoyle's_quest_-_ghosts'n_goblins_(ue)_[a1]
MBC1,256,-,-,-,gauntlet_ii_(u)
MBC1,512,-,-,-,gb_backup_station_bios_[c][!]
MBC1,128,-,-,-,gb_backup_station_bios_[c][a1]
MBC1,128,-,-,-,gb_basketball_(j)
ROM,32,-,-,-,gb_gamejack_16m_(emp_hack_v1.6)_(unl)_[c]
EMS,32,-,-,-,gb_gamejack_16m_(emp_hack_v1.6)_(unl)_[c][a1]
EMS,32,-,-,-,gb_gamejack_16m_(emp_hack_v1.6)_(unl)_[c][a2]
ROM,32,-,-,-,gb_gamejack_16m_(select_pallete)_(unl)_[c]
EMS,32,-,-,-,gb_gamejack_16m_(select_pallete)_(unl)_[c][a1]
EMS,32,-,-,-,gb_gamejack_16m_(unl)_[c]
EMS,32,-,-,-,gb_gamejack_16m_(unl)_[m]
MBC5,2048,128,Yes,-,gb_gamejack_16m_test_(unl)
EMS,32,-,-,-,gb_gamejack_16m_v2.00_(unl)
ROM,32,-,-,-,gb_gamejack_64m_(unl)_[c]
EMS,32,-,-,-,gb_gamejack_64m_(unl)_[m]
MBC1,256,-,-,-,gb_genjin_(j)_[!]
MBC1,256,-,-,-,gb_genjin_2_(j)_[s][!]
MBC1,1024,-,-,-,gb_genjin_collection_(j)_[s]
MBC1,1024,-,-,-,gb_genjin_collection_(j)_[s][a1]
MBC1,256,-,-,-,gb_genjin_land_-_viva_chikkun_oukoku_(j)_[!]
MBC5,2048,32,Yes,-,gb_harobots_(j)_[c][!]
MBC1,128,8,Yes,-,gb_pachislot_hissyouhou_jr._(j)
MBC1,128,-,-,-,gear_works_(u)_[!]
MBC1,64,8,Yes,-,gem_gem_(j)
MBC5,1024,8,Yes,-,gem_gem_monster_(j)_[c][!]
MBC1,256,-,-,-,genjin_cottu_(j)_[s]
MBC1,256,-,-,-,gensan_2_(j)
MBC1,256,-,-,-,gensan_quiz_(j)
MBC5,1024,8,Yes,-,gensoumaden_saiyuuki_-_sabaku_no_shikami_(j)_[c][!]
MBC1,128,-,-,-,george_foreman's_ko_boxing_(u)_[!]
RUMBLE,1024,8,Yes,-,get_mushi_club_-_minna_no_konchu_daizukan_(j)_[c][!]
MBC1,256,-,-,-,"getaway,_the_(u)"
MBC5,1024,-,-,-,gex_-_enter_the_gecko_(u)_[c][!]
MBC5,2048,-,-,-,gex_3_-_deep_cover_gecko_(e)_[c][!]
MBC5,2048,-,-,-,gex_3_-_deep_cover_gecko_(u)_[c][!]
MBC1,128,-,-,-,ghostbusters_ii_(j)
MBC1,128,-,-,-,ghostbusters_ii_(ue)_[!]
MBC1,128,-,-,-,ghostbusters_ii_by_ryanv_(copyright_screen_hack)
MBC5,1024,-,-,-,ghosts_'n_goblins_(u)_[c][!]
MBC5,1024,-,-,-,gift_(demo_version)_(e)_[c][!]
MBC5,1024,-,-,-,gift_(e)_[c][!]
MBC5,1024,-,-,-,gifty_(g)_[c][!]
MBC1,64,-,-,-,ginga_(j)
MBC5,1024,32,Yes,-,glocal_hexcite_(j)_[c][!]
MBC1,64,-,-,-,go!_go!_tank_(j)
MBC1,64,-,-,-,go!_go!_tank_(u)_[!]
MBC1,256,-,-,-,go_go_ackman_(j)_[s]
MBC1,512,8,Yes,-,go_go_hitchike_(j)_[s]
MBC1,128,-,-,-,goal!_(e)
MBC1,128,-,-,-,goal!_(u)_[!]
MBC5,1024,-,-,-,gobs_of_games_(u)_(m3)_[c][!]
MBC1,256,8,Yes,-,god_medicine_(j)
MBC1,512,8,Yes,-,god_medicine_fb_(j)_[s]
MBC1,128,-,-,-,godzilla_(j)
MBC1,128,-,-,-,godzilla_(u)_[!]
MBC5,1024,-,-,-,godzilla_-_the_series_(e)_(m3)_[c][!]
MBC5,1024,-,-,-,godzilla_-_the_series_-_monster_wars_(u)_(m3)_[c][!]
MBC1,256,-,-,-,gojira_(j)
MBC5,1024,-,-,-,gold_and_glory_-_the_road_to_el_dorado_(e)_(m6)_[c][!]
MBC5,1024,-,-,-,gold_and_glory_-_the_road_to_el_dorado_(u)_[c][!]
MBC5,1024,8,Yes,-,golden_goal_(e)_(m7)_[c][!]
MBC2,128,-,Yes,-,golf_(jue)_[!]
MBC1,256,-,-,-,golf_classic_(u)_[s]
MBC5,2048,8,Yes,-,golf_daisuki!_(j)_[c][!]
MBC5,512,8,Yes,-,golf_de_ohasuta_(j)_[c][!]
MBC5,4096,8,Yes,-,golf_ou_(j)_[c][!]
MBC5,1024,8,Yes,-,gonta_no_okiraku_daibouken_(j)_[c][!]
MBC5,1024,8,Yes,-,goraku_ou_tango!_(j)_[c][!]
MBC1,64,-,-,-,gourmet_paradise_(u)
MBC5,512,-,-,-,gpsboy_(u)_[c]
MBC1,256,-,-,-,gradius_-_the_interstellar_assault_(u)
MBC5,2048,8,Yes,-,gran_duel_-_shinki_dungeon_no_hihou_(j)_[c][!]
MBC5,2048,-,-,-,gran_duel_-_shinki_dungeon_no_hihou_trial_version_(j)_[c][!]
MBC1,64,-,-,-,grand_prix_(ue)_[!]
MBC5,4096,8,Yes,-,grand_theft_auto_(e)_(m5)_[c][!]
MBC5,4096,8,Yes,-,grand_theft_auto_(u)_[c][!]
MBC5,2048,-,-,-,grand_theft_auto_2_(e)_(m5)_[c][!]
MBC5,2048,-,-,-,grand_theft_auto_2_(u)_[c][!]
MBC5,4096,32,Yes,-,grandia_-_parallel_trippers_(j)_[c][!]
MBC3,1024,8,Yes,RTC,"great_battle_pocket,_the_(j)_[c][!]"
MBC1,256,8,Yes,-,great_greed_(u)_[!]
MBC1,128,-,-,-,gremlins_2_-_the_new_batch_(jue)_[!]
MBC5,1024,-,-,-,gremlins_unleashed_(e)_(m6)_(beta)_[c][!]
MBC5,1024,-,-,-,gremlins_unleashed_(e)_(m6)_[c]
MBC5,1024,-,-,-,"grinch,_the_(e)_(m3)_[c][!]"
MBC5,1024,8,Yes,-,"grinch,_the_(j)_[c]"
MBC5,1024,-,-,-,"grinch,_the_(u)_[c][!]"
MBC1,512,8,Yes,-,gurander_musashi_rv_(j)_[s]
MBC5,1024,8,Yes,-,guruguru_garakutas_(j)_[c][!]
MBC5,1024,8,Yes,-,guruguru_garakutas_(j)_[c][f1]
MBC5,1024,-,-,-,guruguru_town_hanamaru-kun_(j)_[c][!]
MBC5,1024,-,-,-,gute_zeiten_schlechte_zeiten_quiz_(g)_[c][!]
MBC1,128,-,-,-,hal_wrestling_(u)_[!]
MBC1,128,-,-,-,hal_wrestling_(u)_[a1]
MBC5,1024,-,-,-,halloween_racer_(e)_(m6)_[c][!]
MBC1,256,-,-,-,hammerin'_harry_-_ghost_building_company_(j)
MBC1,256,-,-,-,hammerin'_harry_-_ghost_building_company_(u)
MBC5,2048,8,Yes,-,hamster_club_(j)_[c][!]
MBC5,1024,-,-,-,hamster_club_-_awasete_chuu_(j)_[c][!]
MBC5,4096,8,Yes,-,hamster_club_2_(j)_[c][!]
MBC5,1024,8,Yes,-,hamster_paradise_(j)_[c][!]
MBC5,2048,8,Yes,-,hamster_paradise_2_(j)_[c][!]
MBC5,4096,8,Yes,-,hamster_paradise_3_(j)_[c][!]
MBC5,4096,8,Yes,-,hamtaro_-_ham-hams_unite!_(e)_(m5)_[c]
MBC5,2048,8,Yes,-,hamtaro_-_ham-hams_unite!_(u)_[c]
MBC5,1024,8,Yes,-,hamunaptra_-_ushinawareta_sabaku_no_miyako_(j)_[c][!]
MBC5,2048,8,Yes,-,hana_yori_dango_-_another_love_story_(j)_[c][!]
MBC5,1024,8,Yes,-,hanasaka_tenshi_tenten-kun_no_beat_breaker_(j)_[c][!]
MBC5,1024,-,-,-,hands_of_time_(e)_(m6)_[c][!]
MBC5,1024,8,Yes,-,harley-davidson_-_race_across_america_(u)_[c][!]
MBC5,4096,8,Yes,-,harry_potter_and_the_chamber_of_secrets_(ue)_(m10)_[c]
MBC5,4096,8,Yes,-,harry_potter_and_the_sorcerer's_stone_(ue)_(m13)_[c][!]
MBC5,4096,8,Yes,-,harry_potter_to_kenja_no_ishi_(j)_[c][!]
MBC5,2048,32,Yes,-,harvest_moon_2_gbc_(e)_[c][!]
MBC5,2048,32,Yes,-,harvest_moon_2_gbc_(g)_[c][!]
MBC5,2048,32,Yes,-,harvest_moon_2_gbc_(u)_[c][!]
MBC5,2048,32,Yes,-,harvest_moon_3_gbc_(u)_[c][!]
MBC3,1024,8,Yes,RTC,harvest_moon_gb_(e)_[c][!]
MBC3,1024,8,Yes,RTC,harvest_moon_gb_(g)_[c][!]
MBC3,1024,8,Yes,RTC,harvest_moon_gb_(u)_[c][!]
MBC1,512,8,Yes,-,harvest_moon_gb_(u)_[s][!]
MBC1,64,-,-,-,hatris_(u)
MBC1,512,-,-,-,hayaosi_kuizu_-_the_king_of_quiz_(j)_[s]
MBC1,64,-,-,-,head_on_(j)
MBC1,64,-,-,-,heavyweight_championship_boxing_(u)_[!]
ROM,32,-,-,-,heiankyo_alien_(j)_[!]
ROM,32,-,-,-,heiankyo_alien_(u)_[!]
MBC5,1024,8,Yes,-,hello_kitty_no_beads_koubou_(j)_[c][!]
MBC5,4096,32,Yes,-,hello_kitty_no_happy_house_(j)_[c][!]
MBC5,1024,8,Yes,-,hello_kitty_no_magical_museum_(j)_[c][!]
MBC5,1024,8,Yes,-,hello_kitty_no_sweet_adventure_-_daniel-kun_ni_aitai_(j)_[c][!]
MBC5,1024,8,Yes,-,hello_kitty_to_dear_daniel_no_dream_adventure_(j)_[c][!]
MBC5,1024,-,-,-,hello_kitty's_cube_frenzy_(u)_[c][!]
MBC1,512,-,-,-,hercules_(u)_[s]
MBC5,1024,8,Yes,-,hercules_-_the_legendary_journeys_(u)_(m6)_[c][!]
MBC2,256,-,Yes,-,hercules_eikou_(j)
MBC5,2048,8,Yes,-,hero_hero_kun_(j)_[c][!]
MBC5,1024,8,Yes,-,heroes_of_might_and_magic_(u)_(m3)_[c][!]
MBC5,1024,8,Yes,-,heroes_of_might_and_magic_ii_(u)_(m3)_[c][!]
MBC5,4096,32,Yes,-,heroic_sword_(unl)_[c]
MBC5,1024,32,Yes,-,hexcite_-_the_shapes_of_victory_(u)_[c][!]
MBC2,128,-,Yes,-,higashio_osamu_kanshuu_pro_yakyuu_stadium_'91_(j)_[!]
MBC2,256,-,Yes,-,higashio_osamu_kanshuu_pro_yakyuu_stadium_'92_(j)
MBC1,128,-,-,-,high_stakes_gambling_(u)_[!]
MBC1,256,-,-,-,hinsyutu_eibunpo_(j)
MBC1,128,-,-,-,hiryuu_gaiden_(j)
MBC5,1024,-,-,-,hiryuu_no_ken_retsuden_gb_(j)_[c][!]
MBC5,1024,-,-,-,hisshatsu_pachinko_boy_-_cr_monster_house_(j)_[c][!]
MBC1,128,-,-,-,hit_the_ice_(ue)_[!]
MBC1,128,-,-,-,hitoride_dekirumon_-_cooking_densetsu_(j)
MBC1,128,-,-,-,hoi_hoi_-_gameboy_ban_(j)
MBC1,128,-,-,-,hokuto_no_ken_-_fist_of_the_north_star_(j)
RUMBLE,1024,8,Yes,-,hole_in_one_golf_(u)_[c][!]
MBC5,1024,-,-,-,hollywood_pinball_(j)_[c][!]
MBC5,1024,-,-,-,hollywood_pinball_(ue)_(m4)_[c][!]
MBC5,1024,-,-,-,holy_magic_century_(e)_(m3)_[c][!]
MBC1,128,-,-,-,home_alone_(j)
MBC1,128,-,-,-,home_alone_(u)_[!]
MBC1,128,-,-,-,home_alone_2_(u)_[!]
MBC1,64,8,Yes,-,hon_shougi_(j)_[s]
ROM,32,-,-,-,hong_kong_(j)
MBC5,1024,8,Yes,-,honkaku_hanafuda_gb_(j)_[c][!]
MBC5,1024,8,Yes,-,honkaku_shougi_-_shougi_ou_(j)_[c][!]
MBC5,1024,8,Yes,-,honkaku_taisen_shougi_ayumu_(j)_[c][!]
MBC5,1024,8,Yes,-,honkaku_yonin_uchi_mahjong_-_mahjong_ou_(j)_[c][!]
MBC1,256,8,Yes,-,honmei_boy_(j)
MBC1,128,-,-,-,hook_(e)_[!]
MBC1,128,-,-,-,hook_(j)
MBC1,128,-,-,-,hook_(u)
MBC5,1024,-,-,-,hot_wheels_-_stunt_track_driver_(u)_[c][!]
MBC1,128,-,-,-,houghton_mifflin_spell_checker_and_calculator_(u)_[!]
MBC5,1024,-,-,-,hoyle_card_games_(u)_[c][!]
MBC5,1024,8,Yes,-,hoyle_casino_(u)_[c][!]
MBC1,128,-,-,-,hudson_hawk_(j)
MBC1,128,-,-,-,hudson_hawk_(u)_[!]
MBC1,128,-,-,-,hugo_(e)_[s]
MBC5,1024,-,-,-,hugo_-_black_diamond_fever_(e)_(m11)_[c][!]
MBC5,1024,-,-,-,hugo_2.5_(g)_[c][!]
MBC1,128,-,-,-,hugo_2_(g)_[s][!]
MBC1,256,-,-,-,"humans,_the_(u)"
MBC1,512,-,-,-,"hunchback_of_notre_dame,_the_-_topsy_turvy_games_(u)_[s][!]"
MBC1,128,-,-,-,"hunt_for_red_october,_the_(j)"
MBC1,128,-,-,-,"hunt_for_red_october,_the_(u)_[!]"
MBC5,4096,32,Yes,-,hunter_x_hunter_-_hunter_no_keifu_(j)_[c][!]
MBC5,1024,8,Yes,-,hunter_x_hunter_-_kindan_no_hihou_(j)_[c][!]
MBC5,1024,-,-,-,hype_-_the_time_quest_(e)_(m8)_[c][!]
MBC1,256,-,-,-,hyper_black_bass_(j)
MBC1,256,-,-,-,hyper_black_bass_'95_(j)
MBC1,128,-,-,-,hyper_dunk_(u)
ROM,32,-,-,-,hyper_lode_runner_(ju)_[!]
MBC5,1024,8,Yes,-,hyper_olympic_series_-_track_&_field_gb_(j)_[c][!]
MBC5,1024,8,Yes,-,hyper_olympic_series_-_track_&_field_gb_(j)_[c][f1]
MBC5,1024,8,Yes,-,hyper_olympic_winter_2000_(j)_[c][!]
MBC5,2048,8,Yes,-,ide_yosuke_no_mahjong_kyoushitsu_gb_(j)_[c][!]
MBC1,128,-,-,-,ikari_no_yousai_(j)
MBC1,128,-,-,-,ikari_no_yousai_2_(j)_[!]
MBC1,128,-,-,-,in_your_face_(u)
MBC1,128,-,-,-,"incredible_crash_dummies,_the_(u)_[!]"
MBC5,1024,-,-,-,indiana_jones_and_the_infernal_machine_(u)_(m3)_[c][!]
MBC1,128,-,-,-,indiana_jones_and_the_last_crusade_(j)
MBC1,128,-,-,-,indiana_jones_and_the_last_crusade_(ue)_[!]
MBC1,256,8,Yes,-,initial_d_gaiden_(j)_[s][!]
MBC5,1024,-,-,-,inspector_gadget_-_operation_madkactus_(e)_(m6)_[c][!]
MBC5,1024,-,-,-,inspector_gadget_-_operation_madkactus_(u)_[c][!]
MBC5,1024,-,-,-,international_karate_(e)_[c][!]
MBC1,256,-,-,-,international_superstar_soccer_(u)_[s]
MBC5,2048,8,Yes,-,international_superstar_soccer_2000_(e)_[c][!]
MBC5,1024,8,Yes,-,international_superstar_soccer_'99_(u)_[c][!]
MBC5,1024,8,Yes,-,international_track_&_field_(e)_(m4)_[c][!]
MBC5,1024,8,Yes,-,international_track_&_field_(u)_[c][!]
MBC5,1024,8,Yes,-,international_track_&_field_-_summer_games_(e)_[c][!]
MBC1,128,-,-,-,iron_league_(j)
MBC1,512,-,-,-,ironman_-_x-o_manowar_in_heavy_metal_(u)_[s][!]
MBC1,64,-,-,-,ishido_(u)_[!]
ROM,32,-,-,-,ishidou_(j)_[!]
MBC1,128,-,-,-,itchy_&_scratchy_-_miniature_golf_madness_(u)
MBC5,1024,8,Yes,-,it's_a_world_rally_(j)_[c][!]
MBC5,1024,8,Yes,-,it's_a_world_rally_(j)_[c][f1]
MBC3,256,8,Yes,RTC,itsudemo_nyanto_wonderful_(j)_[s][!]
MBC5,1024,8,Yes,-,itsudemo_pachinko_gb_-_cr_monster_house_(j)_[c][!]
MBC1,128,-,-,-,j.cup_soccer_(j)
MBC2,256,-,Yes,-,j.league_big_wave_soccer_(j)_[s]
MBC5,1024,8,Yes,-,j.league_excite_stage_gb_(j)_[c][!]
MBC5,2048,32,Yes,-,j.league_excite_stage_tactics_(j)_[c][!]
MBC1,128,8,Yes,-,j.league_fighting_soccer_(j)
MBC1,256,8,Yes,-,j.league_live_'95_(j)_[s]
MBC1,512,32,Yes,-,j.league_supporter_soccer_(j)_[s]
MBC1,128,8,Yes,-,j.league_winning_goal_(j)
MBC1,128,-,-,-,jack_nicklaus_golf_(u)_[!]
MBC5,2048,8,Yes,-,jack_no_daibouken_-_daimaou_no_gyakushuu_(j)_[c][!]
MBC5,1024,8,Yes,-,jagainu-kun_(j)_[c][!]
MBC1,512,8,Yes,-,james_bond_007_(u)_[s][!]
MBC1,64,-,-,-,jankenman_(j)
MBC5,4096,32,Yes,-,jankyuusei_-_cosplay_paradise_(j)_[c][!]
MBC5,1024,-,-,-,janosch_-_das_grosse_panama-spiel_(g)_[c][!]
MBC1,64,-,-,-,janshirou_(j)
MBC1,128,-,-,-,janshirou_2_(j)
MBC1,128,-,-,-,jantaku_boy_(j)
MBC5,1024,-,-,-,jay_und_die_spielzeugdiebe_(g)_[c][!]
MBC1,128,-,-,-,jeep_jamboree_(u)_[!]
MBC5,1024,-,-,-,jeff_gordon_xs_racing_(u)_[c][!]
MBC1,256,-,-,-,jelly_boy_(u)
MBC1,128,-,-,-,jeopardy!_(u)_[!]
MBC1,128,-,-,-,jeopardy!_-_sports_edition_(u)_[!]
MBC1,128,-,-,-,jeopardy!_-_teen_tournament_(u)_[s][!]
MBC5,1024,-,-,-,jeremy_mcgrath_supercross_2000_(u)_[c][!]
MBC5,2048,8,Yes,-,jet_de_go!_-_let's_go_by_airliner_(j)_[c][!]
MBC1,128,-,-,-,"jetsons,_the_(u)"
MBC1,256,8,Yes,-,jida_igeki_(j)
MBC2,256,-,Yes,-,jikuu_senki_mu_(j)
MBC1,64,-,-,-,jimmy_connors_tennis_(j)
MBC1,64,-,-,-,jimmy_connors_tennis_(u)_[!]
MBC5,1024,-,-,-,jimmy_white's_cueball_(e)_[c][!]
MBC1,128,-,-,-,jinsei_(j)
MBC2,256,-,Yes,-,jinsei_game_(j)_[s]
MBC5,1024,8,Yes,-,jinsei_game_-_tomedachi_takusan_tsukurouyo!_(j)_[c][!]
MBC5,2048,8,Yes,-,jinsei_game_dx_(j)_[c][!]
MBC5,2048,32,Yes,-,jisedai_begoma_battle_beyblade_(j)_[c][!]
MBC2,128,-,Yes,-,jissen_mahjong_kyoshitsu_(j)_[s]
MBC1,256,-,-,-,joe_&_mac_(u)_[!]
MBC1,64,-,-,-,jordan_vs_bird_-_one-on-one_(j)
MBC1,64,-,-,-,jordan_vs_bird_-_one-on-one_(u)
MBC5,1024,8,Yes,-,joryuu_janshi_ni_chousen_gb_-_watashitachi_ni_chousen_shitene_(j)_[c][!]
MBC5,1024,-,-,-,joust_&_defender_(u)_[c][!]
MBC1,256,-,-,-,judge_dredd_(j)
MBC1,256,-,-,-,judge_dredd_(u)_[!]
MBC5,1024,-,-,-,jumpstart_dino_adventure_-_field_trip_(u)_[c]
MBC1,128,-,-,-,"jungle_book,_the_(u)_[!]"
MBC5,4096,-,-,-,"jungle_book,_the_-_mowgli's_wild_adventure_(e)_(m5)_[c][!]"
MBC5,4096,-,-,-,"jungle_book,_the_-_mowgli's_wild_adventure_(u)_(m5)_[c][!]"
MBC1,256,-,-,-,jungle_strike_(u)
MBC1,256,8,Yes,-,jungle_wars_(j)
MBC1,2048,-,-,-,jurassic_boy_2_(e)_[c][!]
MBC1,256,-,-,-,jurassic_park_(e)_(m5)
MBC1,256,-,-,-,jurassic_park_(u)_[!]
MBC1,512,-,-,-,"jurassic_park_-_lost_world,_the_(u)_[s]"
MBC1,256,-,-,-,jurassic_park_2_-_the_chaos_continues_(ue)_[s][!]
MBC1,512,8,Yes,-,jurassic_park_3_(unl)
MBC1,512,8,Yes,-,jurassic_park_3_(unl)_[c][f2]
MBC1,512,8,Yes,-,jurassic_park_3_(unl)_[f1]
MBC5,2048,8,Yes,-,juukou_senki_bullet_battlers_(j)_[c][!]
MBC5,2048,8,Yes,-,juukou_senki_bullet_battlers_(j)_[c][a1]
MBC5,1024,8,Yes,-,k.o._-_the_pro_boxing_(j)_[c][!]
MBC1,128,8,Yes,-,kachiu_mayoso_keiba_kizoku_ex_'94_(j)
MBC1,128,8,Yes,-,kachiu_mayoso_keiba_kizoku_ex_'95_(j)
MBC5,1024,-,-,-,kaept'n_blaubaer_-_die_verrueckte_schatzsuche_(g)_[c][!]
MBC1,512,8,Yes,-,kaeruno_tameni_(j)
MBC1,128,-,-,-,kaguyahime_(j)
MBC5,2048,8,Yes,-,kaijin_zona_(j)_[c][!]
MBC5,1024,8,Yes,-,kaitei_densetsu!!_treasure_world_(j)_[c][!]
MBC5,1024,8,Yes,-,kakutou_ryouri_densetsu_bistro_recipe_-_gekitou_foodon_battle_hen_(j)_[c][!]
MBC5,1024,8,Yes,-,kakutou_ryouri_densetsu_bistro_recipe_-_kettou_bistgarm_hen_(j)_[c][!]
MBC3,512,8,Yes,RTC,kandume_monsters_(j)_[s]
MBC5,1024,8,Yes,-,kandume_monsters_parfait_(j)_[c][!]
MBC5,4096,-,-,-,kanji_boy_(j)_[c][!]
MBC5,4096,8,Yes,-,kanji_boy_2_(j)_[c][!]
MBC5,1024,-,-,-,kanji_de_puzzle_(j)_[c][!]
MBC1,512,8,Yes,-,kanjiro_(j)_[s]
MBC1,256,-,-,-,kanyoku_kotowaza_210_(j)
MBC1,256,-,-,-,karamucho_ziken_(j)_[s]
MBC5,1024,8,Yes,-,karamuchou_ha_oosawagi!_-_okawari!_(j)_[c][!]
MBC5,1024,8,Yes,-,karamuchou_ha_oosawagi!_-_porinkiis_to_okashina_nakamatachi_(j)_[c][!]
MBC5,2048,-,-,-,karan_koron_gakuen_-_hanafuda_mahjong_(j)_[c][!]
MBC1,512,8,Yes,-,kaseki_reborn_(j)_[s]
MBC5,1024,32,Yes,-,kaseki_sousei_reborn_ii_-_monster_digger_(j)_[c][!]
MBC5,1024,-,-,-,katou_ichi-ni-san_kudan_-_shougi_kyoushitsu_(j)_[c][!]
MBC1,128,8,Yes,-,kattobi_road_(j)
MBC1,512,8,Yes,-,kawa_no_nushi_tsuri_3_(j)_[s]
RUMBLE,1024,8,Yes,-,kawa_no_nushi_tsuri_4_(j)_[c][!]
MBC5,1024,8,Yes,-,kawaii_pet_shop_monogatari_(j)_[c][!]
MBC5,2048,8,Yes,-,kawaii_pet_shop_monogatari_2_(j)_[c][!]
MBC5,1024,-,-,-,keep_the_balance_(e)_(m5)_[c][!]
MBC1,128,8,Yes,-,keiba_kizoku_(j)
MBC5,1024,8,Yes,-,keibajou_he_ikou!_wide_(j)_[c][!]
MBC3,2048,32,Yes,RTC,keitai_denjuu_telefang_-_power_version_(j)_[c][!]
MBC3,2048,32,Yes,RTC,keitai_denjuu_telefang_-_speed_version_(j)_[c][!]
MBC1,128,8,Yes,-,keitai_keiba_8_special_(j)
MBC5,1024,-,-,-,kelly_club_-_clubhouse_fun_(u)_[c][!]
MBC1,512,8,Yes,-,ken_griffey_jr._presents_major_league_baseball_(u)_[s][!]
MBC5,1024,32,Yes,-,ken_griffey_jr.'s_slugfest_(u)_[c][!]
MBC1,64,-,-,-,kesamaru_(j)
MBC5,1024,-,-,-,kettou_beast_wars_-_beast_senshi_saikyou_ketteisen_(j)_[c][!]
MBC1,256,-,-,-,"kick_boxing,_the_(j)"
MBC1,256,-,-,-,kid_dracula_(u)_[!]
MBC2,128,-,Yes,-,kid_icarus_-_of_myths_and_monsters_(ue)_[!]
MBC2,128,-,Yes,-,kid_icarus_-_of_myths_and_monsters_dx_by_redrum_(hack)
MBC1,64,-,-,-,kid_niki_(j)
MBC5,2048,8,Yes,-,kidou_senkan_nadesico_-_ruri_ruri_mahjong_(j)_[c][!]
MBC1,512,-,-,-,killer_instinct_(u)_[s][!]
MBC5,2048,8,Yes,-,kindaichi_shounen_no_jikenbo_-_10nenme_no_shoutaijou_(j)_[c][!]
MBC1,512,-,-,-,"king_of_fighters_'95,_the_(u)_[s][!]"
MBC1,64,-,-,-,king_of_the_zoo_(j)
MBC1,128,-,-,-,kingdom_crusade_(u)
MBC1,128,8,Yes,-,kingyo_chuuihou!_2_(j)
MBC5,1024,8,Yes,-,kinniku_banzuke_gb_-_chousensha_ha_kimida!_(j)_[c][!]
MBC5,2048,8,Yes,-,kinniku_banzuke_gb2_-_mezase!_muscle_champion_(j)_[c][!]
MBC5,4096,8,Yes,-,kinniku_banzuke_gb3_-_shinseiki_survival_retsuden!_(j)_[c][!]
MBC1,128,-,-,-,kinnikuman_dm_(j)
MBC1,256,8,Yes,-,kira_kira_kids_(j)_[s]
MBC1,512,8,Yes,-,kirby_2_-_hoshinoka_2_(j)_[s]
MBC1,512,8,Yes,-,kirby_no_block_ball_(j)_[s]
MBC1,512,8,Yes,-,kirby's_block_ball_(u)_[s][!]
MBC1,256,-,-,-,kirby's_dream_land_(ue)_[!]
MBC1,512,8,Yes,-,kirby's_dream_land_2_(u)_[s][!]
MBC1,256,-,-,-,kirby's_hoshinoka-bi_(j)_(v1.0)
MBC1,256,-,-,-,kirby's_hoshinoka-bi_(j)_(v1.1)
MBC2,256,-,Yes,-,kirby's_pinball_land_(j)
MBC2,256,-,Yes,-,kirby's_pinball_land_(u)_[!]
MBC1,256,8,Yes,-,kirby's_star_stacker_(u)_[s][!]
MBC7,1024,-,Yes,-,kirby's_tilt_'n'_tumble_(u)_[c][!]
MBC7,1024,-,Yes,-,kirby's_tilt_'n'_tumble_(u)_[c][f1]
MBC5,1024,-,-,-,kirikou_(e)_(m6)_[c][!]
MBC5,2048,8,Yes,-,kisekae_series_2_-_oshare_nikki_(j)_[c][!]
MBC2,256,-,Yes,-,kitarou_(j)_[s]
MBC1,128,-,-,-,kitchin_panic_(j)
MBC1,256,-,-,-,kiteretu_zyuraki_(j)
ROM,32,-,-,-,klax_(j)_[m]
MBC5,1024,-,-,-,klax_(u)_[c][!]
MBC1,64,-,-,-,klax_(u)_[m][!]
MBC5,256,-,-,-,klustar_(e)_(m5)_[c][!]
MBC5,256,-,-,-,klustar_(u)_[c][!]
MBC2,256,-,Yes,-,knal_fantasy_adventure_(rev_1)_(final_fantasy_adv_hack)
MBC1,128,-,-,-,knight_quest_(j)
MBC1,128,-,-,-,knight_quest_(u)
MBC5,1024,-,-,-,knockout_kings_(ue)_[c][!]
ROM,32,-,-,-,koi_wa_kakehiki_(j)
MBC1,512,8,Yes,-,kokiatsu_boy_(j)_[s]
MBC1,128,-,-,-,konami_basketball_(j)
MBC1,512,-,-,-,konami_collection_1_(j)_[s]
MBC1,512,-,-,-,konami_collection_2_(j)_[s]
MBC1,512,-,-,-,konami_collection_3_(j)_[s]
MBC1,512,-,-,-,konami_collection_4_(j)_[s]
MBC5,1024,-,-,-,konami_gb_collection_vol.1_(e)_[c][!]
MBC5,1024,-,-,-,konami_gb_collection_vol.2_(e)_[c][!]
MBC5,1024,-,-,-,konami_gb_collection_vol.3_(e)_[c][!]
MBC5,1024,-,-,-,konami_gb_collection_vol.4_(e)_[c][!]
MBC2,128,-,Yes,-,konami_golf_(e)
MBC2,128,-,Yes,-,konami_golf_(j)
MBC1,128,-,-,-,konami_ice_hockey_(j)
MBC1,128,-,-,-,konami_sports_(j)
MBC5,1024,8,Yes,-,konami_winter_games_(e)_[c][!]
MBC1,512,8,Yes,-,konchuu_hakase_(j)_(v1.0)_[s]
MBC1,512,8,Yes,-,konchuu_hakase_(j)_(v1.1)_[s]
